Number of atr,P_edge,Target assort,Target correlation,Calculated_corr,Time,Deviation_assort,Corr_type,Sheme,Mutation
5,0.05,0.2,"[0.1257166699807605, 0.13765440705657536, 0.2145382795371479]","[-0.012777898998580109, 0.046754909899391746, -0.30598781615915427]",14,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.1257166699807605, 0.13765440705657536, 0.2145382795371479]","[-0.17412743583610393, 0.21384638261291142, 0.47889409873425187]",14,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.1257166699807605, 0.13765440705657536, 0.2145382795371479]","[-0.7133759715536715, -0.5314805337424161, -0.5076943083311712]",7,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.1257166699807605, 0.13765440705657536, 0.2145382795371479]","[-0.6835782580430959, -0.44504135486565377, -0.5591569299628912]",7,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.1257166699807605, 0.13765440705657536, 0.2145382795371479]","[0.10342659906446927, -0.4897783421751929, -0.5559371924273194]",7,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.7088153433797026, 0.8469808669683871, 0.717034789126965]","[-0.7432850113502456, -0.7137307036197093, -0.7614434945865666]",10,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.7088153433797026, 0.8469808669683871, 0.717034789126965]","[-0.32084148117379135, -0.48790534621041776, -0.57489514628694]",10,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.7088153433797026, 0.8469808669683871, 0.717034789126965]","[-0.655430108038147, 0.1640612695778212, 0.31136148218645554]",10,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.7088153433797026, 0.8469808669683871, 0.717034789126965]","[-0.6712990432534246, -0.006289941468652331, -0.2355268526109903]",10,0.6000000000000001,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.7088153433797026, 0.8469808669683871, 0.717034789126965]","[0.44001410515098294, -0.01640191884865342, 0.37699132041267003]",31,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.7088153433797026, 0.8469808669683871, 0.717034789126965]","[0.31149936405807893, 0.21379426637976415, 0.26704450273226377]",31,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.1891054009449035, 0.25454037422458314, 0.2833543924920221, 0.19138202800495574, 0.2877680362919442, 0.19984212520017497, 0.06886228699423459]","[-0.3845168894418945, -0.0905080754054454, -0.17498650745775088, -0.19918634717661965, -0.39274845879517, 0.4374503406876028, -0.09282556973257458]",12,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.1891054009449035, 0.25454037422458314, 0.2833543924920221, 0.19138202800495574, 0.2877680362919442, 0.19984212520017497, 0.06886228699423459]","[-0.23789035369344508, 0.4651773465491773, -0.3470305559513388, 0.08595277074473123, -0.1714579206519026, 0.45238759053396277, -0.17584282328925316]",12,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.1891054009449035, 0.25454037422458314, 0.2833543924920221, 0.19138202800495574, 0.2877680362919442, 0.19984212520017497, 0.06886228699423459]","[-0.4516207679446199, -0.7187559954111025, -0.12030143644057248, -0.07553968843623662, -0.23374488075018102, 0.35358178901699433, -0.2554690376626455]",11,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.1891054009449035, 0.25454037422458314, 0.2833543924920221, 0.19138202800495574, 0.2877680362919442, 0.19984212520017497, 0.06886228699423459]","[-0.21273658994340505, -0.32487076394166897, -0.12293243468929732, 0.18634798174852582, -0.26346369072848974, 0.19561904263806246, -0.022383203783319143]",11,0.20000000000000007,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.1891054009449035, 0.25454037422458314, 0.2833543924920221, 0.19138202800495574, 0.2877680362919442, 0.19984212520017497, 0.06886228699423459]","[-0.4238067551191406, -0.3808064681953184, -0.2291223477905793, -0.0495494247690631, -0.02596287198133767, 0.551559869755578, -0.1790350729608756]",11,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.8226663293200093, 0.7211473321114956, 0.7682796826557053, 0.7918903016326732, 0.7787257139341902, 0.8637435388698713, 0.8224573325483955]","[-0.48945941838040474, -0.7869484769686477, -0.3093632901975679, 0.06602490602608514, -0.4706623201926105, 0.4152752073467849, -0.2198833938328641]",11,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.8226663293200093, 0.7211473321114956, 0.7682796826557053, 0.7918903016326732, 0.7787257139341902, 0.8637435388698713, 0.8224573325483955]","[0.09213493074705043, -0.7989286499394419, 0.07466265716261149, -0.08639874353672375, -0.3134080789137706, 0.3539615151322531, -0.03911335163545455]",11,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.8226663293200093, 0.7211473321114956, 0.7682796826557053, 0.7918903016326732, 0.7787257139341902, 0.8637435388698713, 0.8224573325483955]","[-0.33299550574178277, 0.9535959594920559, -0.30552991321926076, 0.10614746088975946, -0.2049234084680337, 0.41482733167901953, -0.22327596178211107]",14,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.04094239485149763, 0.28615546713005063, 0.11857306587110401, 0.10390054570035191, 0.15022530331878642, 0.2300031246609304, 0.059499691136029736, 0.2190145444728274]","[0.037447949981555234, 0.3213286913718746, 0.5020515889939413, 0.5653446532095308, 0.40553641913681404, -0.1842233701305616, -0.15777635128687786, -0.0768295113532279]",9,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.04094239485149763, 0.28615546713005063, 0.11857306587110401, 0.10390054570035191, 0.15022530331878642, 0.2300031246609304, 0.059499691136029736, 0.2190145444728274]","[-0.025109552661420308, 0.2149934668376869, 0.3991622709376166, 0.7464904762930157, 0.4193560434882375, -0.17939971932170762, -0.30587745856522225, -0.15792712229893058]",9,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.04094239485149763, 0.28615546713005063, 0.11857306587110401, 0.10390054570035191, 0.15022530331878642, 0.2300031246609304, 0.059499691136029736, 0.2190145444728274]","[0.015112208230061956, -0.04170930187650493, 0.10537967835773196, 0.7122955006433642, 0.3269076983158696, -0.14693107215285378, -0.2606729463337392, -0.006049856328151394]",9,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.04094239485149763, 0.28615546713005063, 0.11857306587110401, 0.10390054570035191, 0.15022530331878642, 0.2300031246609304, 0.059499691136029736, 0.2190145444728274]","[-0.11739076536557622, 0.32568039480749345, 0.3519370733180123, 0.635705538987662, 0.4257643057795449, -0.008089803522605328, -0.2873819989014594, -0.007904651729659309]",8,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.04094239485149763, 0.28615546713005063, 0.11857306587110401, 0.10390054570035191, 0.15022530331878642, 0.2300031246609304, 0.059499691136029736, 0.2190145444728274]","[-0.06213003823540118, 0.22420294856838546, 0.47512602390291375, 0.5955160992742172, 0.2239363460473394, -0.10471377083177841, -0.2748939839029637, -0.04663513940286899]",8,0.5,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.04094239485149763, 0.28615546713005063, 0.11857306587110401, 0.10390054570035191, 0.15022530331878642, 0.2300031246609304, 0.059499691136029736, 0.2190145444728274]","[0.08179155718515671, 0.42866216804852125, 0.5734370147150085, 0.20113001972310754, -0.011774900045417709, -0.33149890452856384, -0.18825523822126383, -0.07819484194738308]",8,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.8963044957051238, 0.8122637037595832, 0.8068399892173221, 0.7979599711001236, 0.7857628418535331, 0.8951727720185021, 0.7088111283001968, 0.8580969735014551]","[-0.23159612146668973, 0.2322375023080444, 0.49616295107951697, -0.11838447450073357, -0.6425957166803695, -0.1737740447108789, -0.25595333416196264, -0.06596386433731401]",13,0.1,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.8963044957051238, 0.8122637037595832, 0.8068399892173221, 0.7979599711001236, 0.7857628418535331, 0.8951727720185021, 0.7088111283001968, 0.8580969735014551]","[-0.11119114225990658, 0.11936903918246267, 0.007724807669611089, 0.6485691211562642, 0.3594225978297406, -0.31896653445296574, 0.23650344477906027, -0.1342920671932263]",13,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.8963044957051238, 0.8122637037595832, 0.8068399892173221, 0.7979599711001236, 0.7857628418535331, 0.8951727720185021, 0.7088111283001968, 0.8580969735014551]","[-0.02998134566665824, 0.33438140651959736, 0.6344195481020638, 0.6320409104041853, 0.4310748690088616, -0.028200702353034155, -0.13226040748179219, 0.003137720374550399]",13,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.8963044957051238, 0.8122637037595832, 0.8068399892173221, 0.7979599711001236, 0.7857628418535331, 0.8951727720185021, 0.7088111283001968, 0.8580969735014551]","[-0.06133624647450924, 0.29588805639343035, 0.521386316907771, 0.5214673726637404, 0.4569394583417208, 0.1205889084737365, -0.4251263885352567, -0.06967922946209137]",13,0.39999999999999997,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.8963044957051238, 0.8122637037595832, 0.8068399892173221, 0.7979599711001236, 0.7857628418535331, 0.8951727720185021, 0.7088111283001968, 0.8580969735014551]","[0.04210645380591003, 0.3392969648170002, 0.5321309349446872, 0.6078078554083811, 0.3906054303155254, -0.1561202683776043, -0.3207557185974302, -0.24308417176014718]",13,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.8963044957051238, 0.8122637037595832, 0.8068399892173221, 0.7979599711001236, 0.7857628418535331, 0.8951727720185021, 0.7088111283001968, 0.8580969735014551]","[0.03311580332121061, 0.34521195155282247, 0.5294912622673599, 0.704703968499335, 0.46381725518355743, -0.22829806540559566, -0.1695093088937653, -0.08530547763375543]",13,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.8963044957051238, 0.8122637037595832, 0.8068399892173221, 0.7979599711001236, 0.7857628418535331, 0.8951727720185021, 0.7088111283001968, 0.8580969735014551]","[0.043554177348558654, 0.3510230122488671, 0.48776299964688824, 0.6499925675323626, 0.36025690743456656, -0.18097725453238533, -0.44284265232269027, -0.04811238089840088]",13,0.8,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.8963044957051238, 0.8122637037595832, 0.8068399892173221, 0.7979599711001236, 0.7857628418535331, 0.8951727720185021, 0.7088111283001968, 0.8580969735014551]","[0.5929604646612033, 0.20140584805824754, 0.5249504554588894, 0.5550163439108392, 0.28440268750429953, -0.1420008461269098, -0.39026417560905186, -0.004992485991274897]",13,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.12792118710879705, 0.09895668994728284, 0.13386031896260647, 0.08567983206260044, 0.043595993168555225, 0.20931976330858906, 0.26682189531051304, 0.25965283035208836, 0.016446262847328797, 0.0026516510263877467, 0.19929481269709845, 0.005484166913643962, 0.03307201499061139, 0.16610301438405956]","[-0.41429482926293437, 0.416422648853689, -0.8787894306273716, 0.5154084472399708, 0.21978261683885641, 0.5749094640050095, 0.8477767566840938, 0.4115907198216676, 0.08942238301128046, -0.3346052383095586, -0.02508291590560611, 0.8378687485156302, -0.25607195043760717, 0.9817509791983509]",16,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.12792118710879705, 0.09895668994728284, 0.13386031896260647, 0.08567983206260044, 0.043595993168555225, 0.20931976330858906, 0.26682189531051304, 0.25965283035208836, 0.016446262847328797, 0.0026516510263877467, 0.19929481269709845, 0.005484166913643962, 0.03307201499061139, 0.16610301438405956]","[-0.39963261939819084, 0.30255235927890684, -0.8907313933967503, 0.3918156978174253, 0.2702558288781277, 0.5448267196033155, 0.8393548489229202, 0.22447617979424156, 0.11523434388563979, -0.39636094799709165, -0.11651282239111961, 0.8980009543841502, -0.0707041966081591, 0.3172171909214198]",16,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.12792118710879705, 0.09895668994728284, 0.13386031896260647, 0.08567983206260044, 0.043595993168555225, 0.20931976330858906, 0.26682189531051304, 0.25965283035208836, 0.016446262847328797, 0.0026516510263877467, 0.19929481269709845, 0.005484166913643962, 0.03307201499061139, 0.16610301438405956]","[0.28022717475475667, 0.05700842214719935, -0.8679829837734298, 0.5263593424786979, -0.03817432255614298, 0.2959497333105219, 0.865299368217448, 0.19268419538978365, -0.03680979005092384, -0.2411494738147531, -0.01812784627059217, 0.8153768571795775, 0.9041596965538655, 0.9769020867500624]",36,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.12792118710879705, 0.09895668994728284, 0.13386031896260647, 0.08567983206260044, 0.043595993168555225, 0.20931976330858906, 0.26682189531051304, 0.25965283035208836, 0.016446262847328797, 0.0026516510263877467, 0.19929481269709845, 0.005484166913643962, 0.03307201499061139, 0.16610301438405956]","[-0.2846305735248807, 0.2825489078280863, 0.29119812903691344, 0.38967261361707367, 0.13201620630627348, 0.522847219450583, 0.7943593848290976, 0.29774550991756105, -0.00869249489410018, -0.458694985654, 0.06344017098177746, 0.2964632819283463, 0.9880851880190584, 0.9798311246464567]",36,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.12792118710879705, 0.09895668994728284, 0.13386031896260647, 0.08567983206260044, 0.043595993168555225, 0.20931976330858906, 0.26682189531051304, 0.25965283035208836, 0.016446262847328797, 0.0026516510263877467, 0.19929481269709845, 0.005484166913643962, 0.03307201499061139, 0.16610301438405956]","[-0.3446408596219392, 0.13949582434916283, -0.8582563419797536, 0.622338279158737, 0.1831174502183486, 0.7223885054928377, 0.8586048519976756, 0.2709763323870383, 0.009521015206317292, -0.40429187262079486, -0.03310474910384349, 0.4785463202540285, 0.2369389005267854, 0.9723034452585045]",36,0.5,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7919185093472054, 0.8539674459341283, 0.7101167816550616, 0.8314183769783817, 0.7394346924342181, 0.8258431324015145, 0.7045665759809914, 0.8147238439651303, 0.8106954842666773, 0.8583342525917765, 0.8980209355004845, 0.7725393651437945, 0.887343275181401, 0.8319044744378059]","[-0.4933739609472779, 0.32136499196893636, -0.8447595956738887, 0.5760456414717143, 0.10544882665079175, 0.46495864444667956, 0.9946562543814722, 0.37607038537615955, 0.16492160601754374, -0.4567910336492675, 0.03948049807997574, 0.8387181317892057, 0.9840032370787511, 0.9619216898867905]",28,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7919185093472054, 0.8539674459341283, 0.7101167816550616, 0.8314183769783817, 0.7394346924342181, 0.8258431324015145, 0.7045665759809914, 0.8147238439651303, 0.8106954842666773, 0.8583342525917765, 0.8980209355004845, 0.7725393651437945, 0.887343275181401, 0.8319044744378059]","[-0.4075837213874142, 0.20466407720600763, -0.3789079985469572, 0.5177511187162516, 0.08438537687948465, 0.5424872806348783, 0.8901958981387327, 0.12974660081817854, -0.1504343870457165, -0.26058803994313273, 0.17439434903015708, 0.7453560828393533, 0.9844029649623689, 0.9623028054930962]",28,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7919185093472054, 0.8539674459341283, 0.7101167816550616, 0.8314183769783817, 0.7394346924342181, 0.8258431324015145, 0.7045665759809914, 0.8147238439651303, 0.8106954842666773, 0.8583342525917765, 0.8980209355004845, 0.7725393651437945, 0.887343275181401, 0.8319044744378059]","[-0.4206502794123442, 0.33566304354243937, 0.35704061850972224, 0.41649094996015784, 0.2244027064458394, 0.49988903647593375, 0.834619125216733, 0.3479586651621081, -0.01309157721037087, -0.3491888517458646, 0.10498229895315773, 0.8340158040914118, 0.9989327692946738, 0.969193373049339]",28,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7919185093472054, 0.8539674459341283, 0.7101167816550616, 0.8314183769783817, 0.7394346924342181, 0.8258431324015145, 0.7045665759809914, 0.8147238439651303, 0.8106954842666773, 0.8583342525917765, 0.8980209355004845, 0.7725393651437945, 0.887343275181401, 0.8319044744378059]","[-0.4320664713122406, 0.2832658509400613, -0.872075578068462, 0.36820214492976955, 0.1706857449817602, 0.5107872153272928, 0.8554157246105476, 0.5032212352325717, 0.2367990546501123, -0.3899899359019043, 0.008623221971087107, 0.8179656674284276, 0.9828522974164527, 0.9720598029166484]",17,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
